DonorId,FiscalYear,PaidAmt,PledgeAmt,PledgePaidDate,PooledFundId
162,2018,3204240,0,12-2018,87
163,2018,719965,0,12-2018,1
163,2018,800328,0,12-2018,88
163,2018,1004016,0,12-2018,108
183,2018,30081918,0,12-2018,27
183,2018,893997,0,12-2018,36
183,2018,3795780,0,12-2018,87
13,2019,3593985,0,01-2019,1
35,2019,376049,0,01-2019,1
52,2019,3043167,0,01-2019,18
52,2019,3043167,0,01-2019,87
52,2019,3815570,0,01-2019,88
158,2019,287026,0,01-2019,72
163,2019,599965,0,01-2019,1
91,2019,400000,0,01-2020,91
13,2019,3549492,0,02-2019,87
13,2019,2839592,0,02-2019,88
67,2019,10273972,0,02-2019,108
93,2019,129966,0,02-2019,18
162,2019,6526275,0,02-2019,1
162,2019,1631568,0,02-2019,18
162,2019,8701700,0,02-2019,27
162,2019,3263137,0,02-2019,87
162,2019,5438562,0,02-2019,88
162,2019,6526275,0,02-2019,80
52,2019,2204320,0,02-2020,73
88,2019,551267,0,02-2020,36
52,2019,1517344,0,03-2019,55
52,2019,5310669,0,03-2019,91
52,2019,5319158,0,03-2019,105
61,2019,56882,0,03-2019,98
67,2019,1137656,0,03-2019,49
67,2019,6825938,0,03-2019,72
86,2019,3366576,0,03-2019,18
86,2019,1137656,0,03-2019,49
86,2019,3378576,0,03-2019,87
86,2019,4504776,0,03-2019,88
86,2019,3378576,0,03-2019,80
86,2019,5688282,0,03-2019,105
108,2019,22753,0,03-2019,105
117,2019,113765,0,03-2019,105
129,2019,1744053,0,03-2019,72
141,2019,999994,0,03-2019,49
141,2019,499997,0,03-2019,55
141,2019,999994,0,03-2019,91
162,2019,5082947,0,03-2019,36
162,2019,1514069,0,03-2019,49
162,2019,1081478,0,03-2019,51
162,2019,1622217,0,03-2019,55
162,2019,865182,0,03-2019,67
162,2019,2217030,0,03-2019,72
162,2019,2487399,0,03-2019,74
162,2019,2162956,0,03-2019,91
162,2019,2162956,0,03-2019,108
162,2019,1077483,0,03-2019,98
162,2019,8111086,0,03-2019,105
162,2019,2162956,0,03-2019,73
183,2019,6602650,0,03-2019,80
184,2019,3000000,0,03-2019,80
13,2019,2144009,0,04-2019,67
35,2019,2850712,0,04-2019,27
35,2019,745291,0,04-2019,36
35,2019,2809521,0,04-2019,91
35,2019,936507,0,04-2019,108
35,2019,5250119,0,04-2019,105
52,2019,3744245,0,04-2019,108
67,2019,1125210,0,04-2019,1
67,2019,11273957,0,04-2019,36
67,2019,11252100,0,04-2019,87
67,2019,16835016,0,04-2019,105
86,2019,561167,0,04-2019,51
86,2019,2244668,0,04-2019,55
86,2019,2805836,0,04-2019,108
163,2019,3489531,0,04-2019,105
183,2019,6544502,0,04-2019,36
183,2019,2617801,0,04-2019,74
183,2019,5660424,0,04-2019,88
183,2019,6518100,0,04-2019,80
183,2019,13089005,0,04-2019,105
15,2019,20000,0,05-2019,105
35,2019,743658,0,05-2019,67
35,2019,1442460,0,05-2019,87
67,2019,5599500,0,05-2019,18
67,2019,557413,0,05-2019,67
67,2019,2229654,0,05-2019,91
67,2019,3901895,0,05-2019,108
67,2019,2229654,0,05-2019,98
86,2019,3043478,0,05-2019,36
93,2019,322580,0,05-2019,91
93,2019,322580,0,05-2019,105
98,2019,1000000,0,05-2019,1
98,2019,400000,0,05-2019,98
98,2019,2000000,0,05-2019,105
111,2019,100000,0,05-2019,105
124,2019,5574136,0,05-2019,49
124,2019,5574136,0,05-2019,72
124,2019,5406911,0,05-2019,91
124,2019,5183946,0,05-2019,108
124,2019,10033444,0,05-2019,105
129,2019,2747144,0,05-2019,105
163,2019,1958863,0,05-2019,91
163,2019,979431,0,05-2019,73
183,2019,25806451,0,05-2019,105
35,2019,381133,0,06-2019,1
35,2019,762266,0,06-2019,18
35,2019,453733,0,06-2019,74
67,2019,11217000,0,06-2019,27
67,2019,11123470,0,06-2019,105
67,2019,10567297,0,06-2019,73
93,2019,314707,0,06-2019,18
124,2019,6786000,0,06-2019,87
125,2019,1283250,0,06-2019,36
125,2019,962438,0,06-2019,67
129,2019,3351184,0,06-2019,87
129,2019,575996,0,06-2019,80
129,2019,6863143,0,06-2019,91
129,2019,5719286,0,06-2019,108
129,2019,228771,0,06-2019,98
162,2019,2109773,0,06-2019,27
162,2019,3164653,0,06-2019,87
163,2019,495540,0,06-2019,55
163,2019,792864,0,06-2019,72
163,2019,505221,0,06-2019,87
163,2019,1997203,0,06-2019,88
183,2019,3152585,0,06-2019,67
184,2019,5000000,0,06-2019,36
13,2019,1394009,0,07-2019,67
13,2019,1739736,0,07-2019,87
22,2019,2251000,0,07-2019,18
22,2019,4502000,0,07-2019,27
22,2019,4545454,0,07-2019,49
22,2019,1136363,0,07-2019,51
22,2019,1704545,0,07-2019,55
22,2019,3409090,0,07-2019,72
22,2019,3376500,0,07-2019,88
22,2019,7954545,0,07-2019,91
22,2019,7954545,0,07-2019,108
22,2019,5681818,0,07-2019,105
22,2019,3977272,0,07-2019,73
35,2019,764906,0,07-2019,88
49,2019,56818,0,07-2019,105
64,2019,5681818,0,07-2019,108
67,2019,11299000,0,07-2019,88
80,2019,198838,0,07-2019,55
80,2019,198838,0,07-2019,91
86,2019,3381876,0,07-2019,27
86,2019,1136363,0,07-2019,72
109,2019,397727,0,07-2019,49
109,2019,397727,0,07-2019,67
109,2019,397727,0,07-2019,72
109,2019,397727,0,07-2019,91
109,2019,397727,0,07-2019,105
124,2019,3409090,0,07-2019,108
129,2019,993275,0,07-2019,1
129,2019,4593595,0,07-2019,88
129,2019,937893,0,07-2019,105
141,2019,999960,0,07-2019,1
162,2019,211400,0,07-2019,1
162,2019,2642759,0,07-2019,36
162,2019,1585655,0,07-2019,72
162,2019,2642759,0,07-2019,91
162,2019,2114207,0,07-2019,108
163,2019,2027712,0,07-2019,80
176,2019,381463,0,07-2019,105
183,2019,12462500,0,07-2019,1
183,2019,6345177,0,07-2019,36
183,2019,2030456,0,07-2019,91
183,2019,6345177,0,07-2019,108
98,2019,1000000,0,08-2019,91
98,2019,1000000,0,08-2019,108
129,2019,2467570,0,08-2019,88
163,2019,653225,0,08-2019,18
163,2019,1028806,0,08-2019,36
183,2019,7263060,0,08-2019,18
183,2019,7907542,0,08-2019,49
184,2019,4500000,0,08-2019,67
184,2019,1000000,0,08-2019,98
35,2019,943403,0,09-2019,91
35,2019,943403,0,09-2019,108
67,2019,11061946,0,09-2019,105
88,2019,2197802,0,09-2019,91
100,2019,2000000,0,09-2019,105
109,2019,397727,0,09-2019,18
109,2019,397727,0,09-2019,27
109,2019,397727,0,09-2019,88
114,2019,54945,0,09-2019,105
129,2019,1009709,0,09-2019,27
129,2019,493385,0,09-2019,98
158,2019,1659292,0,09-2019,91
158,2019,553097,0,09-2019,105
158,2019,663716,0,09-2019,73
163,2019,813008,0,09-2019,67
163,2019,1006036,0,09-2019,108
183,2019,49792000,0,09-2019,1
183,2019,4910080,0,09-2019,87
183,2019,15900690,0,09-2019,80
184,2019,4750000,0,09-2019,36
22,2019,1666071,0,10-2019,27
35,2019,377210,0,10-2019,49
50,2019,430607,0,10-2019,36
52,2019,4143635,0,10-2019,36
52,2019,4427051,0,10-2019,105
67,2019,3337905,0,10-2019,80
98,2019,300000,0,10-2019,80
108,2019,109409,0,10-2019,98
134,2019,10000,0,10-2019,105
135,2019,516184,0,10-2019,98
162,2019,1029162,0,10-2019,80
163,2019,526280,0,10-2019,87
183,2019,4885720,0,10-2019,1
183,2019,2463054,0,10-2019,91
183,2019,8620689,0,10-2019,108
183,2019,20935960,0,10-2019,105
184,2019,5000000,0,10-2019,105
52,2019,5224094,0,11-2019,1
52,2019,4148576,0,11-2019,87
67,2019,1111111,0,11-2019,67
67,2019,922222,0,11-2019,105
86,2019,60645,0,11-2019,80
98,2019,200000,0,11-2019,18
98,2019,200000,0,11-2019,87
98,2019,500000,0,11-2019,88
98,2019,500000,0,11-2019,80
109,2019,388888,0,11-2019,98
124,2019,2888888,0,11-2019,105
162,2019,2607417,0,11-2019,1
162,2019,1042156,0,11-2019,55
162,2019,2190230,0,11-2019,87
162,2019,1042966,0,11-2019,88
162,2019,2085935,0,11-2019,91
162,2019,2085935,0,11-2019,108
163,2019,1010083,0,11-2019,80
163,2019,504032,0,11-2019,108
183,2019,10469244,0,11-2019,27
183,2019,10038610,0,11-2019,36
183,2019,8188736,0,11-2019,88
184,2019,3000000,0,11-2019,18
184,2019,5000000,0,11-2019,80
64,2019,5797579,0,12-2019,108
67,2019,2097536,0,12-2019,1
67,2019,2200220,0,12-2019,51
67,2019,2750275,0,12-2019,55
67,2019,2208452,0,12-2019,87
67,2019,3319350,0,12-2019,88
67,2019,15578740,0,12-2019,108
67,2019,550055,0,12-2019,98
67,2019,2200220,0,12-2019,105
67,2019,1904112,0,12-2019,73
86,2019,330033,0,12-2019,36
86,2019,330033,0,12-2019,73
88,2019,550055,0,12-2019,49
88,2019,550055,0,12-2019,51
88,2019,1100110,0,12-2019,55
88,2019,550055,0,12-2019,73
93,2019,133332,0,12-2019,18
93,2019,128700,0,12-2019,91
93,2019,193050,0,12-2019,105
98,2019,200000,0,12-2019,36
98,2019,500000,0,12-2019,72
111,2019,10000,0,12-2019,36
111,2019,100000,0,12-2019,49
111,2019,10000,0,12-2019,72
124,2019,7793443,0,12-2019,27
124,2019,7793443,0,12-2019,88
124,2019,2226698,0,12-2019,80
129,2019,546294,0,12-2019,1
129,2019,2173048,0,12-2019,72
129,2019,2217899,0,12-2019,87
129,2019,878453,0,12-2019,88
129,2019,2933615,0,12-2019,91
129,2019,2933615,0,12-2019,108
129,2019,1086524,0,12-2019,73
163,2019,1052784,0,12-2019,87
163,2019,1331331,0,12-2019,91
163,2019,845845,0,12-2019,105
163,2019,2002002,0,12-2019,73
183,2019,19663800,0,12-2019,27
183,2019,15444015,0,12-2019,91
183,2019,36036036,0,12-2019,108
52,2020,2979554,0,01-2020,87
52,2020,4462703,0,01-2020,88
62,2020,3301500,0,01-2020,88
62,2020,1118900,0,01-2020,98
163,2020,1099950,0,01-2020,1
35,2020,375872,0,02-2020,49
35,2020,4078217,0,02-2020,91
35,2020,2612314,0,02-2020,108
52,2020,2172063,0,02-2020,80
67,2020,5512679,0,02-2020,108
80,2020,202183,0,02-2020,55
80,2020,202183,0,02-2020,91
86,2020,3230376,0,02-2020,18
86,2020,1102535,0,02-2020,49
141,2020,1000000,0,02-2020,51
141,2020,1000000,0,02-2020,55
141,2020,200000,0,02-2020,72
141,2020,2999985,0,02-2020,108
163,2020,526280,0,02-2020,87
183,2020,19633507,0,02-2020,108
52,2020,5285083,0,03-2020,108
86,2020,5494505,0,03-2020,105
93,2020,244982,0,03-2020,18
93,2020,258732,0,03-2020,91
93,2020,323415,0,03-2020,105
124,2020,8031674,0,03-2020,108
129,2020,7990917,0,03-2020,108
162,2020,5905469,0,03-2020,1
162,2020,1527276,0,03-2020,18
162,2020,7127291,0,03-2020,27
162,2020,5010845,0,03-2020,36
162,2020,1066137,0,03-2020,49
162,2020,1599206,0,03-2020,51
162,2020,1599206,0,03-2020,55
162,2020,852909,0,03-2020,67
162,2020,1992469,0,03-2020,72
162,2020,3563645,0,03-2020,87
162,2020,5040013,0,03-2020,88
162,2020,5600014,0,03-2020,80
162,2020,4264549,0,03-2020,91
162,2020,4264549,0,03-2020,108
162,2020,533068,0,03-2020,98
162,2020,2132274,0,03-2020,73
163,2020,534188,0,03-2020,36
163,2020,1031991,0,03-2020,72
163,2020,1064991,0,03-2020,80
163,2020,2063983,0,03-2020,108
183,2020,2315653,0,03-2020,49
183,2020,2496280,0,03-2020,80
13,2020,3153238,0,04-2020,1
13,2020,4234529,0,04-2020,67
13,2020,1306308,0,04-2020,87
13,2020,2522590,0,04-2020,88
35,2020,1147492,0,04-2020,67
35,2020,4979937,0,04-2020,105
61,2020,54585,0,04-2020,98
86,2020,531776,0,04-2020,1
86,2020,3190776,0,04-2020,27
86,2020,3013245,0,04-2020,36
86,2020,1637554,0,04-2020,55
86,2020,1091703,0,04-2020,72
86,2020,3204276,0,04-2020,87
86,2020,2136176,0,04-2020,88
86,2020,3190776,0,04-2020,80
86,2020,2729257,0,04-2020,108
86,2020,327510,0,04-2020,73
124,2020,4311804,0,04-2020,1
124,2020,6467706,0,04-2020,27
124,2020,4912663,0,04-2020,72
124,2020,4311804,0,04-2020,87
124,2020,5928730,0,04-2020,88
124,2020,4311804,0,04-2020,80
124,2020,3711790,0,04-2020,91
129,2020,477628,0,04-2020,36
129,2020,1432886,0,04-2020,72
129,2020,477628,0,04-2020,98
129,2020,1910515,0,04-2020,105
129,2020,955257,0,04-2020,73
163,2020,2585315,0,04-2020,105
163,2020,2068252,0,04-2020,73
180,2020,500,0,04-2020,105
183,2020,6134500,0,04-2020,18
183,2020,31015000,0,04-2020,80
183,2020,10000000,0,04-2020,91
183,2020,10000000,0,04-2020,108
22,2020,4343105,0,05-2020,49
22,2020,2171552,0,05-2020,55
22,2020,5428881,0,05-2020,72
22,2020,7600434,0,05-2020,91
22,2020,7600434,0,05-2020,108
22,2020,5428881,0,05-2020,105
22,2020,4343105,0,05-2020,73
31,2020,54288,0,05-2020,98
31,2020,54288,0,05-2020,105
35,2020,1718443,0,05-2020,36
35,2020,356438,0,05-2020,67
35,2020,644281,0,05-2020,72
35,2020,712877,0,05-2020,74
35,2020,996524,0,05-2020,98
49,2020,12500,0,05-2020,51
49,2020,12500,0,05-2020,55
49,2020,12500,0,05-2020,91
49,2020,12500,0,05-2020,73
64,2020,4343105,0,05-2020,108
67,2020,2166776,0,05-2020,1
67,2020,3242607,0,05-2020,18
67,2020,4884547,0,05-2020,27
67,2020,1411509,0,05-2020,49
67,2020,2714440,0,05-2020,72
67,2020,5404345,0,05-2020,88
67,2020,4323476,0,05-2020,80
67,2020,1628664,0,05-2020,98
67,2020,6514657,0,05-2020,73
80,2020,169998,0,05-2020,73
124,2020,1847735,0,05-2020,18
124,2020,1739044,0,05-2020,87
124,2020,1847735,0,05-2020,88
125,2020,1213200,0,05-2020,108
129,2020,7499230,0,05-2020,91
163,2020,821977,0,05-2020,18
177,2020,1000000,0,05-2020,67
183,2020,16130400,0,05-2020,1
183,2020,7453416,0,05-2020,36
183,2020,2360248,0,05-2020,49
183,2020,1863354,0,05-2020,74
183,2020,8962450,0,05-2020,88
13,2020,2711598,0,06-2020,1
15,2020,25000,0,06-2020,105
35,2020,2743088,0,06-2020,1
35,2020,1445082,0,06-2020,18
35,2020,363410,0,06-2020,27
35,2020,370708,0,06-2020,49
35,2020,2507032,0,06-2020,87
35,2020,1444226,0,06-2020,88
35,2020,1731531,0,06-2020,80
49,2020,28441,0,06-2020,105
52,2020,2280211,0,06-2020,55
52,2020,4560302,0,06-2020,91
64,2020,2275312,0,06-2020,108
67,2020,1685946,0,06-2020,1
67,2020,2808417,0,06-2020,18
67,2020,2246734,0,06-2020,27
67,2020,8830022,0,06-2020,36
67,2020,3863134,0,06-2020,49
67,2020,2207505,0,06-2020,51
67,2020,2759381,0,06-2020,55
67,2020,1103752,0,06-2020,67
67,2020,2759381,0,06-2020,72
67,2020,1103752,0,06-2020,74
67,2020,8469117,0,06-2020,87
67,2020,2808417,0,06-2020,88
67,2020,1685050,0,06-2020,80
67,2020,1655629,0,06-2020,91
67,2020,27593818,0,06-2020,108
67,2020,1103752,0,06-2020,98
98,2020,200000,0,06-2020,18
98,2020,500000,0,06-2020,27
98,2020,200000,0,06-2020,36
98,2020,300000,0,06-2020,67
98,2020,500000,0,06-2020,72
98,2020,300000,0,06-2020,87
98,2020,500000,0,06-2020,88
98,2020,300000,0,06-2020,80
98,2020,1000000,0,06-2020,91
98,2020,1000000,0,06-2020,108
98,2020,400000,0,06-2020,98
98,2020,2000000,0,06-2020,105
98,2020,300000,0,06-2020,73
125,2020,1129100,0,06-2020,36
125,2020,1120350,0,06-2020,67
129,2020,5210543,0,06-2020,88
129,2020,1049798,0,06-2020,80
163,2020,531349,0,06-2020,67
163,2020,1049315,0,06-2020,88
163,2020,2125398,0,06-2020,91
183,2020,1265822,0,06-2020,74
35,2020,734873,0,07-2020,51
35,2020,1103242,0,07-2020,91
52,2020,3800397,0,07-2020,108
67,2020,1343784,0,07-2020,49
67,2020,568181,0,07-2020,67
67,2020,3919372,0,07-2020,72
67,2020,6718924,0,07-2020,73
88,2020,579344,0,07-2020,18
88,2020,579344,0,07-2020,80
88,2020,2239641,0,07-2020,108
94,2020,50000,0,07-2020,1
108,2020,56818,0,07-2020,105
111,2020,100000,0,07-2020,105
114,2020,33594,0,07-2020,105
129,2020,1055249,0,07-2020,80
129,2020,313717,0,07-2020,98
129,2020,1045724,0,07-2020,105
134,2020,10000,0,07-2020,105
162,2020,5401221,0,07-2020,108
163,2020,1062699,0,07-2020,49
183,2020,2472187,0,07-2020,51
22,2020,10031470,0,08-2020,27
22,2020,2360346,0,08-2020,88
64,2020,3529411,0,08-2020,108
67,2020,2355712,0,08-2020,36
67,2020,2944640,0,08-2020,49
67,2020,2355712,0,08-2020,74
67,2020,1766784,0,08-2020,98
67,2020,588928,0,08-2020,73
108,2020,58892,0,08-2020,105
109,2020,411764,0,08-2020,49
109,2020,411764,0,08-2020,67
109,2020,411764,0,08-2020,72
109,2020,411764,0,08-2020,91
109,2020,411764,0,08-2020,98
109,2020,411764,0,08-2020,105
129,2020,1038951,0,08-2020,1
129,2020,3011229,0,08-2020,87
129,2020,1227773,0,08-2020,88
154,2020,117647,0,08-2020,55
162,2020,2815084,0,08-2020,27
163,2020,1097694,0,08-2020,36
163,2020,1097694,0,08-2020,72
163,2020,999950,0,08-2020,87
183,2020,13037809,0,08-2020,105
61,2020,59154,0,09-2020,80
67,2020,1185834,0,09-2020,1
67,2020,3528669,0,09-2020,18
67,2020,5331694,0,09-2020,87
67,2020,5881115,0,09-2020,88
67,2020,1175988,0,09-2020,80
67,2020,26658767,0,09-2020,105
80,2020,147177,0,09-2020,55
109,2020,414332,0,09-2020,1
109,2020,414332,0,09-2020,18
109,2020,414332,0,09-2020,27
109,2020,414332,0,09-2020,88
124,2020,3788944,0,09-2020,27
124,2020,3433730,0,09-2020,88
124,2020,5106888,0,09-2020,108
162,2020,9001198,0,09-2020,105
163,2020,1089876,0,09-2020,18
163,2020,1103752,0,09-2020,67
180,2020,3090,0,09-2020,1
180,2020,3332,0,09-2020,18
180,2020,20813,0,09-2020,27
180,2020,9156,0,09-2020,36
180,2020,9647,0,09-2020,49
180,2020,97,0,09-2020,51
180,2020,312,0,09-2020,55
180,2020,39452,0,09-2020,67
180,2020,6898,0,09-2020,72
180,2020,9,0,09-2020,74
180,2020,23134,0,09-2020,87
180,2020,17899,0,09-2020,88
180,2020,2913,0,09-2020,80
180,2020,23973,0,09-2020,91
180,2020,180,0,09-2020,108
180,2020,253,0,09-2020,98
180,2020,212387,0,09-2020,105
180,2020,3460,0,09-2020,73
183,2020,12880500,0,09-2020,1
67,2020,1761255,0,10-2020,18
67,2020,2347417,0,10-2020,36
67,2020,2934272,0,10-2020,72
67,2020,2348340,0,10-2020,87
67,2020,2348340,0,10-2020,88
88,2020,1173708,0,10-2020,55
88,2020,1173708,0,10-2020,91
98,2020,250000,0,10-2020,80
98,2020,800000,0,10-2020,102
124,2020,5399061,0,10-2020,105
162,2020,1139325,0,10-2020,73
163,2020,999950,0,10-2020,1
163,2020,1092072,0,10-2020,80
163,2020,489130,0,10-2020,102
163,2020,1086956,0,10-2020,73
183,2020,1292300,0,10-2020,18
183,2020,1930501,0,10-2020,67
183,2020,2574002,0,10-2020,74
184,2020,8000000,0,10-2020,36
184,2020,2000000,0,10-2020,67
22,2020,2937720,0,11-2020,55
35,2020,4212333,0,11-2020,27
67,2020,5935860,0,11-2020,27
67,2020,1169590,0,11-2020,51
67,2020,1754385,0,11-2020,55
67,2020,2986995,0,11-2020,80
67,2020,1169590,0,11-2020,91
86,2020,1292596,0,11-2020,36
86,2020,116959,0,11-2020,73
124,2020,9941520,0,11-2020,105
129,2020,1076724,0,11-2020,27
163,2020,1091115,0,11-2020,55
163,2020,526280,0,11-2020,87
163,2020,1088139,0,11-2020,108
183,2020,2628000,0,11-2020,87
183,2020,3875400,0,11-2020,80
63,2020,1194743,0,12-2020,73
64,2020,2789725,0,12-2020,108
67,2020,5973715,0,12-2020,36
67,2020,2389486,0,12-2020,55
67,2020,2447510,0,12-2020,80
67,2020,11947431,0,12-2020,108
80,2020,235183,0,12-2020,1
88,2020,896057,0,12-2020,51
88,2020,597371,0,12-2020,73
129,2020,574110,0,12-2020,1
129,2020,568795,0,12-2020,36
129,2020,1472248,0,12-2020,72
129,2020,1707707,0,12-2020,87
129,2020,2264997,0,12-2020,105
158,2020,358422,0,12-2020,72
158,2020,1792114,0,12-2020,91
158,2020,59737,0,12-2020,102
158,2020,716845,0,12-2020,73
183,2020,4025700,0,12-2020,27
183,2020,6675567,0,12-2020,36
183,2020,2016600,0,12-2020,87
183,2020,2670226,0,12-2020,91
183,2020,4005340,0,12-2020,108
183,2020,2403204,0,12-2020,102
163,2021,551876,0,12-2020,36
129,2006,29993971,0,01-2006,109
55,2006,20000,0,01-2007,109
70,2006,100000,0,01-2007,109
107,2006,100000,0,02-2006,109
109,2006,4000000,0,02-2006,109
163,2006,1524842,0,02-2006,109
54,2006,2000,0,02-2007,109
91,2006,7500000,0,02-2008,109
10,2006,5000,0,03-2006,109
15,2006,20000,0,03-2006,109
48,2006,5000,0,03-2006,109
56,2006,15000,0,03-2006,109
71,2006,10000,0,03-2006,109
131,2006,20000,0,03-2006,109
156,2006,288577,0,03-2006,109
159,2006,10000,0,03-2006,109
183,2006,69928000,0,03-2006,109
148,2006,50000,0,03-2007,109
80,2006,150000,0,04-2006,109
166,2006,10000,0,04-2006,109
13,2006,7600000,0,05-2006,109
52,2006,8401243,0,05-2006,109
94,2006,25000,0,05-2006,109
98,2006,5000000,0,05-2006,109
100,2006,200000,0,05-2006,109
61,2006,28102,0,06-2006,109
172,2006,300000,0,06-2006,109
53,2006,10000,0,06-2007,109
9,2006,25440,0,07-2006,109
18,2006,5000,0,07-2006,109
64,2006,629350,0,07-2006,109
82,2006,50000,0,07-2006,109
86,2006,12601974,0,07-2006,109
120,2006,5000,0,07-2006,109
124,2006,25260000,0,07-2006,109
135,2006,250000,0,07-2006,109
170,2006,20000,0,07-2006,109
35,2006,21941309,0,08-2006,109
63,2006,5154000,0,08-2006,109
117,2006,25000,0,08-2006,109
184,2006,5000000,0,08-2006,109
12,2006,5000,0,09-2006,109
50,2006,113301,0,09-2006,109
64,2006,634450,0,09-2006,109
79,2006,424989,0,09-2006,109
81,2006,1000000,0,09-2006,109
111,2006,50000,0,09-2006,109
115,2006,50000,0,09-2006,109
126,2006,2452,0,09-2006,109
136,2006,254220,0,09-2006,109
158,2006,9999984,0,09-2006,109
184,2006,5000000,0,10-2006,109
163,2006,2403254,0,11-2006,109
61,2006,24000,0,12-2005,109
162,2006,41093249,0,12-2005,109
22,2006,2666194,0,12-2006,109
124,2006,26600000,0,12-2006,109
141,2006,2000000,0,12-2006,109
155,2006,10000,0,12-2006,109
31,2007,10000,0,01-2007,109
49,2007,30000,0,01-2007,109
80,2007,250000,0,01-2007,109
81,2007,1000000,0,01-2007,109
129,2007,55066049,0,01-2007,109
133,2007,5000,0,01-2007,109
9,2007,29735,0,01-2008,109
13,2007,8760000,0,01-2008,109
155,2007,50000,0,01-2008,109
162,2007,7814500,0,01-2008,109
48,2007,20000,0,02-2007,109
52,2007,8742383,0,02-2007,109
82,2007,100000,0,02-2007,109
44,2007,20000,0,02-2008,109
88,2007,1380300,0,02-2008,109
89,2007,5000,0,02-2008,109
120,2007,5000,0,02-2008,109
143,2007,359625,0,02-2008,109
172,2007,300000,0,02-2008,109
30,2007,50000,0,03-2007,109
64,2007,1312100,0,03-2007,109
86,2007,26273974,0,03-2007,109
111,2007,100000,0,03-2007,109
134,2007,5000,0,03-2007,109
148,2007,50000,0,03-2007,109
156,2007,240000,0,03-2007,109
166,2007,10000,0,03-2007,109
170,2007,20000,0,03-2007,109
183,2007,83726040,0,03-2007,109
112,2007,1000,0,03-2011,109
10,2007,5000,0,04-2007,109
12,2007,5000,0,04-2007,109
15,2007,20000,0,04-2007,109
54,2007,2000,0,04-2007,109
107,2007,123243,0,04-2007,109
124,2007,53400000,0,04-2007,109
131,2007,20000,0,04-2007,109
136,2007,268540,0,04-2007,109
159,2007,10000,0,04-2007,109
22,2007,2988913,0,05-2007,109
63,2007,6726000,0,05-2007,109
78,2007,10000,0,05-2007,109
87,2007,15000,0,05-2007,109
163,2007,4113857,0,05-2007,109
14,2007,401430,0,06-2007,109
80,2007,308618,0,06-2007,109
125,2007,762700,0,06-2007,109
162,2007,14226999,0,06-2007,109
163,2007,2422075,0,06-2007,109
105,2007,3000,0,06-2008,109
40,2007,500000,0,07-2007,109
53,2007,9978,0,07-2007,109
87,2007,15000,0,07-2007,109
29,2007,30000,0,08-2007,109
50,2007,121353,0,08-2007,109
56,2007,15000,0,08-2007,109
61,2007,39739,0,08-2007,109
117,2007,35000,0,08-2007,109
135,2007,250000,0,08-2007,109
88,2007,1290100,0,09-2007,109
109,2007,5610800,0,09-2007,109
158,2007,20692484,0,09-2007,109
163,2007,1659048,0,09-2007,109
35,2007,35116374,0,10-2007,109
79,2007,435578,0,10-2007,109
90,2007,17240,0,10-2007,109
115,2007,50000,0,10-2007,109
139,2007,117959,0,10-2007,109
114,2007,10000,0,11-2006,109
39,2007,30000,0,11-2007,109
55,2007,20000,0,11-2007,109
8,2007,10000,0,12-2006,109
57,2007,2000,0,12-2006,109
67,2007,6597500,0,12-2006,109
162,2007,29003998,0,12-2006,109
17,2007,50000,0,12-2007,109
77,2007,10000,0,12-2007,109
94,2007,10000,0,12-2007,109
98,2007,1500000,0,12-2007,109
135,2007,260000,0,12-2007,109
138,2007,8107,0,12-2007,109
14,2008,440850,0,01-2008,109
53,2008,5000,0,01-2008,109
55,2008,20000,0,01-2008,109
75,2008,5000,0,01-2008,109
87,2008,15000,0,01-2008,109
94,2008,50000,0,01-2008,109
104,2008,20000,0,01-2008,109
108,2008,20844,0,01-2008,109
129,2008,55258765,0,01-2008,109
162,2008,56264400,0,01-2008,109
166,2008,20000,0,01-2008,109
12,2008,5000,0,01-2009,109
10,2008,5000,0,02-2008,109
18,2008,5000,0,02-2008,109
31,2008,10000,0,02-2008,109
52,2008,9931472,0,02-2008,109
67,2008,14790000,0,02-2008,109
70,2008,300000,0,02-2008,109
80,2008,250000,0,02-2008,109
86,2008,33301074,0,02-2008,109
88,2008,2935400,0,02-2008,109
111,2008,100000,0,02-2008,109
147,2008,4412,0,02-2008,109
172,2008,300000,0,02-2008,109
148,2008,100000,0,03-2007,109
28,2008,5000,0,03-2008,109
48,2008,22000,0,03-2008,109
78,2008,20000,0,03-2008,109
181,2008,50000,0,03-2008,109
183,2008,60390000,0,03-2008,109
184,2008,5000000,0,03-2009,109
118,2008,10000,0,03-2010,109
112,2008,1000,0,03-2011,109
29,2008,50000,0,04-2008,109
48,2008,12000,0,04-2008,109
61,2008,91200,0,04-2008,109
119,2008,2500,0,04-2008,109
124,2008,63900000,0,04-2008,109
128,2008,2000,0,04-2008,109
136,2008,312400,0,04-2008,109
170,2008,20000,0,04-2008,109
73,2008,4912,0,04-2009,109
6,2008,3000,0,05-2008,109
11,2008,30000,0,05-2008,109
35,2008,19276629,0,05-2008,109
39,2008,100000,0,05-2008,109
40,2008,500000,0,05-2008,109
50,2008,153874,0,05-2008,109
98,2008,2000000,0,05-2008,109
109,2008,6190400,0,05-2008,109
134,2008,1478,0,05-2008,109
139,2008,107678,0,05-2008,109
155,2008,50000,0,05-2008,109
156,2008,221538,0,05-2008,109
158,2008,30915984,0,05-2008,109
163,2008,3896719,0,05-2008,109
